movie_match,...1.x,Book,Movie,wikiMovieTitle,wikiMovieYear,wikiMovieMatch,tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,genre_1,genre_2,genre_3,averageRating,numVotes,movie_title,wikiBookTitle,wikiBookAuthor,wikiBookMatch,goodreadsentrytitle,goodreadsentryauthor,goodreads_rating,goodreads_numratings,wmrank,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Year,...1.y,x,release_date,movie,production_budget,domestic_gross,worldwide_gross,source_offset,book_year_str,book_year,book_movie_years,ROI
"In the Heat of the Night,1967",1734,"In the Heat of the Night (1965), John Bell",In the Heat of the Night (1967),In the Heat of the Night,1967,"In the Heat of the Night,1967",tt0061811,In the Heat of the Night,In the Heat of the Night,0,1967,110,"Drama,Mystery,Thriller",Drama,Mystery,Thriller,7.9,89122,In the Heat of the Night,In the Heat of the Night,John Bell,"In the Heat of the Night,John Bell",NA,NA,4.1,56188,NA,NA,NA,NA,NA,NA,NA,5727,5727,"Aug 2, 1967",In the Heat of the Night,2000000,24379978,24407647,5701,1965,1965,2,11.2038235
"Interview with the Vampire,1994",1723,"Interview with the Vampire (1976), Anne Rice",Interview with the Vampire (1994),Interview with the Vampire,1994,"Interview with the Vampire,1994",tt0110148,Interview with the Vampire,Interview with the Vampire: The Vampire Chronicles,0,1994,123,"Drama,Fantasy,Horror",Drama,Fantasy,Horror,7.5,368813,Interview with the Vampire: The Vampire Chronicles,Interview with the Vampire,Anne Rice,"Interview with the Vampire,Anne Rice",Interview with the Vampire,"[""Anne Rice""]",4.02,594912,828,"$223,664,608","$105,264,608",47.1%,"$118,400,000",52.9%,1994,1342,1342,"Nov 11, 1994",Interview with the Vampire,50000000,105341412,223641412,1301,1976,1976,18,3.47282824
"Jack Reacher,2012",2449,"One Shot (2004), Lee Child",Jack Reacher (2012),Jack Reacher,2012,"Jack Reacher,2012",tt0790724,Jack Reacher,Jack Reacher,0,2012,130,"Action,Thriller",Action,Thriller,NA,7,384115,Jack Reacher,One Shot,Lee Child,"One Shot,Lee Child",One Shot,"[""Lee Child""]",4.24,116117,853,"$218,340,595","$80,070,736",36.7%,"$138,269,859",63.3%,2012,1087,1087,"Dec 20, 2012",Jack Reacher,60000000,80070736,217370736,1001,2004,2004,8,2.6228456000000002
"Jackie Brown,1997",2798,"Rum Punch (1992), Elmore Leonard",Jackie Brown (1997),Jackie Brown,1997,"Jackie Brown,1997",tt0119396,Jackie Brown,Jackie Brown,0,1997,154,"Crime,Drama,Thriller",Crime,Drama,Thriller,7.5,395904,Jackie Brown,Rum Punch,Elmore Leonard,"Rum Punch,Elmore Leonard",Rum Punch,"[""Elmore Leonard""]",3.93,11520,NA,NA,NA,NA,NA,NA,NA,3922,3922,"Dec 25, 1997",Jackie Brown,12000000,39673162,74727492,3901,1992,1992,5,5.227291
"Jason Bourne,2016",478,"Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader",Jason Bourne (2016),Jason Bourne,2016,"Jason Bourne,2016",tt4196776,Jason Bourne,Jason Bourne,0,2016,123,"Action,Thriller",Action,Thriller,NA,6.6,253056,Jason Bourne,Bourne,"Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader","Bourne,Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader",NA,NA,NA,NA,357,"$415,484,914","$162,434,410",39.1%,"$253,050,504",60.9%,2016,388,388,"Jul 20, 2016",Jason Bourne,120000000,162192920,416168316,301,1980,1980,36,2.4680693
"Jaws 2,1978",1780,"Jaws (1974), Peter Benchley",Jaws 2 (1978),Jaws 2,1978,"Jaws 2,1978",tt0077766,Jaws 2,Jaws 2,0,1978,116,"Adventure,Horror,Thriller",Adventure,Horror,Thriller,5.8,90963,Jaws 2,Jaws,Peter Benchley,"Jaws,Peter Benchley",Jaws,"[""Peter Benchley""]",3.96,163991,NA,NA,NA,NA,NA,NA,NA,2933,2933,"Jun 16, 1978",Jaws 2,20000000,102922376,208900376,2901,1974,1974,4,9.4450188
"Jaws,1975",1779,"Jaws (1974), Peter Benchley",Jaws (1975),Jaws,1975,"Jaws,1975",tt0073195,Jaws,Jaws,0,1975,124,"Adventure,Horror,Thriller",Adventure,Horror,Thriller,8.1,719009,Jaws,Jaws,Peter Benchley,"Jaws,Peter Benchley",Jaws,"[""Peter Benchley""]",3.96,163991,271,"$490,736,300","$280,083,300",57.1%,"$210,653,000",42.9%,1975,3900,3900,"Jun 20, 1975",Jaws,12000000,286481270,497165413,3801,1974,1974,1,40.43045108333333
"John Carter,2012",2633,"A Princess of Mars (1917), Edgar Rice Burroughs",John Carter (2012),John Carter,2012,"John Carter,2012",tt0401729,John Carter,John Carter,0,2012,132,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,6.6,295795,John Carter,A Princess of Mars,Edgar Rice Burroughs,"A Princess of Mars,Edgar Rice Burroughs",A Princess of Mars,"[""Edgar Rice Burroughs""]",3.81,57902,635,"$284,139,100","$73,078,100",25.7%,"$211,061,000",74.3%,2012,18,18,"Mar 7, 2012",John Carter,263700000,73058679,282778100,1,1917,1917,95,0.07234774364808494
"Journey 2: The Mysterious Island,2012",2329,"The Mysterious Island (French: L'Île mystérieuse) (1874), Jules Verne",Journey 2: The Mysterious Island (2012),Journey 2: The Mysterious Island,2012,"Journey 2: The Mysterious Island,2012",tt1397514,Journey 2: The Mysterious Island,Journey 2: The Mysterious Island,0,2012,94,"Action,Adventure,Comedy",Action,Adventure,Comedy,5.7,118622,Journey 2: The Mysterious Island,The Mysterious Island,Jules Verne,"The Mysterious Island,Jules Verne",The Mysterious Island,"[""Jules Verne""]",4.13,54656,507,"$335,288,576","$103,887,748",31%,"$231,400,828",69%,2012,787,787,"Jan 19, 2012",Journey 2: The Mysterious Island,79000000,103860290,318146162,701,1874,1874,138,3.027166607594937
"Journey to the Center of the Earth,2008",1802,"Journey to the Center of the Earth (French: Voyage au centre de la Terre) (1864), Jules Verne",Journey to the Center of the Earth (2008),Journey to the Center of the Earth,2008,"Journey to the Center of the Earth,2008",tt0373051,Journey to the Center of the Earth,Journey to the Center of the Earth,0,2008,93,"Action,Adventure,Family",Action,Adventure,Family,5.8,138335,Journey to the Center of the Earth,Journey to the Center of the Earth,Jules Verne,"Journey to the Center of the Earth,Jules Verne",Journey to the Center of the Earth,"[""Jules Verne""]",3.91,NA,754,"$244,232,688","$101,704,370",41.6%,"$142,528,318",58.4%,2008,1527,1527,"Jul 11, 2008",Journey to the Center of the Earth,45000000,101704370,243180937,1501,1864,1864,144,4.404020822222222
"Jurassic Park III,2001",1870,"Jurassic Park (1990), Michael Crichton",Jurassic Park III (2001),Jurassic Park III,2001,"Jurassic Park III,2001",tt0163025,Jurassic Park III,Jurassic Park III,0,2001,92,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,6,362341,Jurassic Park III,Jurassic Park,Michael Crichton,"Jurassic Park,Michael Crichton",Jurassic Park,"[""Michael Crichton""]",4.1,967542,438,"$368,780,809","$181,171,875",49.1%,"$187,608,934",50.9%,2001,575,575,"Jul 18, 2001",Jurassic Park III,93000000,181166115,365900000,501,1990,1990,11,2.934408602150538
"Jurassic Park,1993",1868,"Jurassic Park (1990), Michael Crichton",Jurassic Park (1993),Jurassic Park,1993,"Jurassic Park,1993",tt0107290,Jurassic Park,Jurassic Park,0,1993,127,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,8.2,1147817,Jurassic Park,Jurassic Park,Michael Crichton,"Jurassic Park,Michael Crichton",Jurassic Park,"[""Michael Crichton""]",4.1,967542,39,"$1,104,379,926","$407,185,075",36.9%,"$697,194,851",63.1%,1993,1041,1041,"Jun 11, 1993",Jurassic Park,63000000,415404543,1058454230,1001,1990,1990,3,15.800860793650793
"Jurassic World,2015",1871,"Jurassic Park (1990), Michael Crichton",Jurassic World (2015),Jurassic World,2015,"Jurassic World,2015",tt0369610,Jurassic World,Jurassic World,0,2015,124,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,6.9,716033,Jurassic World,Jurassic Park,Michael Crichton,"Jurassic Park,Michael Crichton",Jurassic Park,"[""Michael Crichton""]",4.1,967542,10,"$1,671,537,444","$653,406,625",39.1%,"$1,018,130,819",60.9%,2015,52,52,"Jun 9, 2015",Jurassic World,215000000,653406625,1671063641,1,1990,1990,25,6.772389027906977
"Jurassic World: Fallen Kingdom,2018",1872,"Jurassic Park (1990), Michael Crichton",Jurassic World: Fallen Kingdom (2018),Jurassic World: Fallen Kingdom,2018,"Jurassic World: Fallen Kingdom,2018",tt4881806,Jurassic World: Fallen Kingdom,Jurassic World: Fallen Kingdom,0,2018,128,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,6.1,371716,Jurassic World: Fallen Kingdom,Jurassic Park,Michael Crichton,"Jurassic Park,Michael Crichton",Jurassic Park,"[""Michael Crichton""]",4.1,967542,23,"$1,310,469,037","$417,719,760",31.9%,"$892,749,277",68.1%,2018,180,180,"Jun 6, 2018",Jurassic World: Fallen Kingdom,170000000,417719760,1308323302,101,1990,1990,28,6.696019423529412
"Killer Elite,2011",1175,"The Feather Men (1991), Sir Ranulph Fiennes",Killer Elite (2011),Killer Elite,2011,"Killer Elite,2011",tt1448755,Killer Elite,Killer Elite,0,2011,116,"Action,Crime,Thriller",Action,Crime,Thriller,6.4,139605,Killer Elite,The Feather Men,Sir Ranulph Fiennes,"The Feather Men,Sir Ranulph Fiennes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,937,937,"Sep 23, 2011",Killer Elite,70000000,25124986,65409046,901,1991,1991,20,-0.06558505714285714
"Kiss the Girls,1997",1909,"Kiss the Girls (1995), James Patterson",Kiss the Girls (1997),Kiss the Girls,1997,"Kiss the Girls,1997",tt0119468,Kiss the Girls,Kiss the Girls,0,1997,115,"Crime,Drama,Mystery",Crime,Drama,Mystery,6.6,98263,Kiss the Girls,Kiss the Girls,James Patterson,"Kiss the Girls,James Patterson",Kiss the Girls,"[""James Patterson""]",3.99,339287,NA,NA,NA,NA,NA,NA,NA,2478,2478,"Oct 3, 1997",Kiss the Girls,27000000,60527873,60527873,2401,1995,1995,2,1.241773074074074
"L.A. Confidential,1997",1922,"L.A. Confidential (1990), James Ellroy",L.A. Confidential (1997),L.A. Confidential,1997,"L.A. Confidential,1997",tt0119488,L.A. Confidential,L.A. Confidential,0,1997,138,"Crime,Drama,Mystery",Crime,Drama,Mystery,8.2,648980,L.A. Confidential,L.A. Confidential,James Ellroy,"L.A. Confidential,James Ellroy",L.A. Confidential,"[""James Ellroy""]",4.18,34752,NA,NA,NA,NA,NA,NA,NA,1973,1973,"Sep 19, 1997",L.A. Confidential,35000000,64604977,126204977,1901,1990,1990,7,2.605856485714286
"Left Behind,2014",2020,"Left Behind (1995–2007) (series), Tim LaHaye and Jerry B. Jenkins",Left Behind (2014),Left Behind,2014,"Left Behind,2014",tt2467046,Left Behind,Left Behind,0,2014,110,"Action,Fantasy,Sci-Fi",Action,Fantasy,Sci-Fi,3.1,43973,Left Behind,Left Behind,Tim LaHaye and Jerry B. Jenkins,"Left Behind,Tim LaHaye and Jerry B. Jenkins",NA,NA,3.86,234912,NA,NA,NA,NA,NA,NA,NA,3457,3457,"Oct 3, 2014",Left Behind,16000000,14019924,20769209,3401,1995,1995,19,0.2980755625
"Les Misérables,2012",2257,"Les Misérables (1862), Victor Hugo",Les Misérables (2012),Les Misérables,2012,"Les Misérables,2012",tt1707386,Les Misérables,Les Misérables,0,2012,158,"Drama,Musical,Romance",Drama,Musical,Romance,7.5,357719,Les Misérables,Les Misérables,Victor Hugo,"Les Misérables,Victor Hugo",NA,NA,NA,NA,329,"$442,757,529","$149,260,140",33.7%,"$293,497,389",66.3%,2012,987,987,"Dec 19, 2012",Les Misérables,65000000,149260140,435292452,901,1862,1862,150,5.696806953846154
"Let Me In,2010",2040,"Let the Right One In (Swedish: Låt den rätte komma in) (2004), John Ajvide Lindqvist",Let Me In (2010),Let Me In,2010,"Let Me In,2010",tt1228987,Let Me In,Let Me In,0,2010,116,"Drama,Fantasy,Horror",Drama,Fantasy,Horror,7.1,131774,Let Me In,Let the Right One In,John Ajvide Lindqvist,"Let the Right One In,John Ajvide Lindqvist",Let the Right One In,"[""John Ajvide Lindqvist""]",4.04,112129,NA,NA,NA,NA,NA,NA,NA,3089,3089,"Oct 1, 2010",Let Me In,20000000,12134935,28270399,3001,2004,2004,6,0.41351995
"Life of Pi,2012",2047,"Life of Pi  (2001), Yann Martel",Life of Pi (2012),Life of Pi,2012,"Life of Pi,2012",tt0454876,Life of Pi,Life of Pi,0,2012,127,"Adventure,Drama,Fantasy",Adventure,Drama,Fantasy,7.9,691443,Life of Pi,Life of Pi,Yann Martel,"Life of Pi ,Yann Martel",NA,NA,NA,NA,197,"$609,016,565","$124,987,023",20.5%,"$484,029,542",79.5%,2012,391,391,"Nov 21, 2012",Life of Pi,120000000,124987022,619310368,301,2001,2001,11,4.160919733333333
"Lifeforce,1985",2978,"The Space Vampires (1976), Colin Wilson",Lifeforce (1985),Lifeforce,1985,"Lifeforce,1985",tt0089489,Lifeforce,Lifeforce,0,1985,101,"Action,Horror,Mystery",Action,Horror,Mystery,6.1,33156,Lifeforce,The Space Vampires,Colin Wilson,"The Space Vampires,Colin Wilson",The Space Vampires,"[""Colin Wilson""]",3.33,867,NA,NA,NA,NA,NA,NA,NA,2685,2685,"Jun 21, 1985",Lifeforce,25000000,11603545,11603545,2601,1976,1976,9,-0.5358582
"Limitless,2011",755,"The Dark Fields (2001), Alan Glynn",Limitless (2011),Limitless,2011,"Limitless,2011",tt1219289,Limitless,Limitless,0,2011,105,"Sci-Fi,Thriller",Sci-Fi,Thriller,NA,7.4,637113,Limitless,The Dark Fields,Alan Glynn,"The Dark Fields,Alan Glynn",The Dark Fields,"[""Alan Glynn""]",3.83,6608,NA,NA,NA,NA,NA,NA,NA,2474,2474,"Mar 18, 2011",Limitless,27000000,79249455,155564919,2401,2001,2001,10,4.761663666666666
"Live and Let Die,1973",2087,"Live and Let Die (1954), Ian Fleming",Live and Let Die (1973),Live and Let Die,1973,"Live and Let Die,1973",tt0070328,Live and Let Die,Live and Let Die,0,1973,121,"Action,Adventure,Thriller",Action,Adventure,Thriller,6.7,121304,Live and Let Die,Live and Let Die,Ian Fleming,"Live and Let Die,Ian Fleming",Live and Let Die,"[""Ian Fleming""]",3.63,32578,NA,NA,NA,NA,NA,NA,NA,4671,4671,"Jun 27, 1973",Live and Let Die,7000000,35400000,161800000,4601,1954,1954,19,22.114285714285714
"Lolita,1962",2093,"Lolita (1955), Vladimir Nabokov",Lolita (1962),Lolita,1962,"Lolita,1962",tt0056193,Lolita,Lolita,0,1962,153,"Crime,Drama,Romance",Crime,Drama,Romance,7.5,114031,Lolita,Lolita,Vladimir Nabokov,"Lolita,Vladimir Nabokov",Lolita,"[""Vladimir Nabokov""]",3.88,859319,NA,NA,NA,NA,NA,NA,NA,5738,5738,"Jun 13, 1962",Lolita,2000000,9250000,9250000,5701,1955,1955,7,3.625
"M*A*S*H,1970",2169,"MASH: A Novel About Three Army Doctors (1968), Richard Hooker",M*A*S*H (1970),M*A*S*H,1970,"M*A*S*H,1970",tt0066026,M*A*S*H,MASH,0,1970,116,"Comedy,Drama,War",Comedy,Drama,War,7.3,81255,MASH,MASH: A Novel About Three Army Doctors,Richard Hooker,"MASH: A Novel About Three Army Doctors,Richard Hooker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5373,5373,"Jan 1, 1970",M*A*S*H,3500000,81600000,81600193,5301,1968,1968,2,22.314340857142856
"Man on Fire,2004",2150,"Man on Fire (1980), A. J. Quinnell",Man on Fire (2004),Man on Fire,2004,"Man on Fire,2004",tt0328107,Man on Fire,Man on Fire,0,2004,146,"Action,Crime,Drama",Action,Crime,Drama,7.7,409635,Man on Fire,Man on Fire,A. J. Quinnell,"Man on Fire,A. J. Quinnell",NA,NA,4.27,4107,NA,NA,NA,NA,NA,NA,NA,1088,1088,"Apr 23, 2004",Man on Fire,60000000,77906816,130968579,1001,1980,1980,24,1.18280965
"Mary Poppins Returns,2018",2168,"Mary Poppins (1934–1988) (series), P. L. Travers",Mary Poppins Returns (2018),Mary Poppins Returns,2018,"Mary Poppins Returns,2018",tt5028340,Mary Poppins Returns,Mary Poppins Returns,0,2018,130,"Adventure,Comedy,Family",Adventure,Comedy,Family,6.7,99205,Mary Poppins Returns,Mary Poppins,P. L. Travers,"Mary Poppins,P. L. Travers",NA,NA,4.01,134283,451,"$362,529,106","$171,958,438",47.4%,"$190,570,668",52.6%,2018,340,340,"Dec 19, 2018",Mary Poppins Returns,130000000,171958438,345606500,301,1934,1934,84,1.6585115384615385
"Mary Poppins,1964",2167,"Mary Poppins (1934–1988) (series), P. L. Travers",Mary Poppins (1964),Mary Poppins,1964,"Mary Poppins,1964",tt0058331,Mary Poppins,Mary Poppins,0,1964,139,"Comedy,Family,Fantasy",Comedy,Family,Fantasy,7.8,194930,Mary Poppins,Mary Poppins,P. L. Travers,"Mary Poppins,P. L. Travers",NA,NA,4.01,134283,NA,NA,NA,NA,NA,NA,NA,4817,4817,"Aug 26, 1964",Mary Poppins,6000000,102272145,102299101,4801,1934,1934,30,16.049850166666666
"Maurice,1987",2173,"Maurice (1971), E. M. Forster",Maurice (1987),Maurice,1987,"Maurice,1987",tt0093512,Maurice,Maurice,0,1987,140,"Drama,Romance",Drama,Romance,NA,7.6,26181,Maurice,Maurice,E. M. Forster,"Maurice,E. M. Forster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5624,5624,1987,Maurice,2600000,3147950,3305831,5601,1971,1971,16,0.2714734615384615
"Me and Earl and the Dying Girl,2015",2179,"Me and Earl and the Dying Girl (2012), Jesse Andrews",Me and Earl and the Dying Girl (2015)[1],Me and Earl and the Dying Girl,2015,"Me and Earl and the Dying Girl,2015",tt2582496,Me and Earl and the Dying Girl,Me and Earl and the Dying Girl,0,2015,105,"Comedy,Drama",Comedy,Drama,NA,7.7,143351,Me and Earl and the Dying Girl,Me and Earl and the Dying Girl,Jesse Andrews,"Me and Earl and the Dying Girl,Jesse Andrews",Me and Earl and the Dying Girl,"[""Jesse Andrews""]",3.51,142883,NA,NA,NA,NA,NA,NA,NA,4558,4558,"Jun 12, 2015",Me and Earl and the Dying Girl,8000000,6758416,9266180,4501,2012,2012,3,0.1582725
"Memoirs of an Invisible Man,1992",2182,"Memoirs of an Invisible Man (1987), H.F. Saint",Memoirs of an Invisible Man (1992),Memoirs of an Invisible Man,1992,"Memoirs of an Invisible Man,1992",tt0104850,Memoirs of an Invisible Man,Memoirs of an Invisible Man,0,1992,99,"Comedy,Romance,Sci-Fi",Comedy,Romance,Sci-Fi,6,28636,Memoirs of an Invisible Man,Memoirs of an Invisible Man,H.F. Saint,"Memoirs of an Invisible Man,H.F. Saint",Memoirs of an Invisible Man,"[""H.F. Saint""]",4.11,1855,NA,NA,NA,NA,NA,NA,NA,1814,1814,"Feb 28, 1992",Memoirs of an Invisible Man,40000000,14358033,14358033,1801,1987,1987,5,-0.641049175
"Mercury Rising,1998",2933,"Simple Simon (1996), Ryne Douglas Pearson",Mercury Rising (1998),Mercury Rising,1998,"Mercury Rising,1998",tt0120749,Mercury Rising,Mercury Rising,0,1998,111,"Action,Crime,Drama",Action,Crime,Drama,6.1,80314,Mercury Rising,Simple Simon,Ryne Douglas Pearson,"Simple Simon,Ryne Douglas Pearson",Simple Simon,"[""Ryne Douglas Pearson""]",4,NA,NA,NA,NA,NA,NA,NA,NA,1144,1144,"Apr 3, 1998",Mercury Rising,60000000,32983332,32983332,1101,1996,1996,2,-0.4502778
"Message in a Bottle,1999",2190,"Message in a Bottle (1998), Nicholas Sparks",Message in a Bottle (1999),Message in a Bottle,1999,"Message in a Bottle,1999",tt0139462,Message in a Bottle,Message in a Bottle,0,1999,126,"Drama,Romance",Drama,Romance,NA,6.3,41859,Message in a Bottle,Message in a Bottle,Nicholas Sparks,"Message in a Bottle,Nicholas Sparks",Message in a Bottle,"[""Nicholas Sparks""]",3.98,239438,NA,NA,NA,NA,NA,NA,NA,2236,2236,"Feb 12, 1999",Message in a Bottle,30000000,52880016,52880016,2201,1998,1998,1,0.7626672
"Mississippi Mermaid,1969",3429,"Waltz into Darkness (1947), Cornell Woolrich[N 15]",Mississippi Mermaid (1969),Mississippi Mermaid,1969,"Mississippi Mermaid,1969",tt0064990,Mississippi Mermaid,La sirène du Mississipi,0,1969,123,"Crime,Drama,Romance",Crime,Drama,Romance,6.9,7905,La sirène du Mississipi,Waltz into Darkness,Cornell Woolrich[N 15],"Waltz into Darkness,Cornell Woolrich[N 15]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5915,5915,"Jun 18, 1969",Mississippi Mermaid,1600000,27795,2627795,5901,1947,1947,22,0.642371875
"Moby Dick,1956",2265,"Moby-Dick (1851), Herman Melville",Moby Dick (1956),Moby Dick,1956,"Moby Dick,1956",tt0049513,Moby Dick,Moby Dick,0,1956,116,"Adventure,Drama",Adventure,Drama,NA,7.3,23558,Moby Dick,Moby-Dick,Herman Melville,"Moby-Dick,Herman Melville",NA,NA,3.55,566184,NA,NA,NA,NA,NA,NA,NA,5192,5192,"Jun 27, 1956",Moby Dick,4500000,10400000,10411891,5101,1851,1851,105,1.3137535555555555
"Monte Carlo,2011",1546,"Headhunters (2001), Jules Bass",Monte Carlo (2011),Monte Carlo,2011,"Monte Carlo,2011",tt1067774,Monte Carlo,Monte Carlo,0,2011,109,"Adventure,Comedy,Family",Adventure,Comedy,Family,5.8,51478,Monte Carlo,Headhunters,Jules Bass,"Headhunters,Jules Bass",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3032,3032,"Jul 1, 2011",Monte Carlo,20000000,23186769,39686769,3001,2001,2001,10,0.98433845
"Moonraker,1979",2278,"Moonraker (1955), Ian Fleming",Moonraker (1979),Moonraker,1979,"Moonraker,1979",tt0079574,Moonraker,Moonraker,0,1979,126,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,6.3,114461,Moonraker,Moonraker,Ian Fleming,"Moonraker,Ian Fleming",Moonraker,"[""Ian Fleming""]",3.8,27826,905,"$210,308,099","$70,308,099",33.4%,"$140,000,000",66.6%,1979,2170,2170,"Jun 29, 1979",Moonraker,31000000,70300000,210300000,2101,1955,1955,24,5.783870967741936
"Munich,2005",3387,"Vengeance (1984),[3]George Jonas",Munich (2005),Munich,2005,"Munich,2005",tt0408306,Munich,Munich,0,2005,164,"Drama,History,Thriller",Drama,History,Thriller,7.5,249752,Munich,Vengeance,"Vengeance (1984),[3]George Jonas","Vengeance,Vengeance (1984),[3]George Jonas",NA,NA,4.12,2070,NA,NA,NA,NA,NA,NA,NA,840,840,"Dec 23, 2005",Munich,75000000,47379090,131492772,801,1984,1984,21,0.75323696
"Murder on the Orient Express,2017",2304,"Murder on the Orient Express (1934), Agatha Christie",Murder on the Orient Express (2017),Murder on the Orient Express,2017,"Murder on the Orient Express,2017",tt3402236,Murder on the Orient Express,Murder on the Orient Express,0,2017,114,"Comedy,Crime,Drama",Comedy,Crime,Drama,6.5,315159,Murder on the Orient Express,Murder on the Orient Express,Agatha Christie,"Murder on the Orient Express,Agatha Christie",Murder on the Orient Express,"[""Agatha Christie""]",4.2,633243,472,"$352,794,081","$102,826,543",29.2%,"$249,967,538",70.8%,2017,1231,1231,"Nov 3, 2017",Murder on the Orient Express,55000000,102826543,351767147,1201,1934,1934,83,5.395766309090909
"Mystic River,2003",2330,"Mystic River (2001), Dennis Lehane",Mystic River (2003),Mystic River,2003,"Mystic River,2003",tt0327056,Mystic River,Mystic River,0,2003,138,"Crime,Drama,Mystery",Crime,Drama,Mystery,7.9,511826,Mystic River,Mystic River,Dennis Lehane,"Mystic River,Dennis Lehane",Mystic River,"[""Dennis Lehane""]",4.17,146267,NA,NA,NA,NA,NA,NA,NA,2201,2201,"Oct 8, 2003",Mystic River,30000000,90135191,156822020,2201,2001,2001,2,4.227400666666667
